task_id,length,deadline,vm_id,thread,start_time,finish_time,exec_time,cost
39,1686,1911,0,17.93400,21.42200,3.48800,0.06744
43,420,1156,0,21.52200,22.47300,0.95100,0.01680
41,474,583,1,21.52200,22.58300,1.06100,0.01422
42,593,1407,2,21.52200,22.80300,1.28100,0.01186
45,649,1062,2,21.52200,22.91300,1.39100,0.01298
44,841,1012,1,21.52200,23.24300,1.72100,0.02523
46,533,1285,0,22.58300,23.64900,1.06600,0.02132
40,1075,1492,0,21.52200,23.75900,2.23700,0.04300
47,792,1131,1,22.69300,24.39100,1.69800,0.02376
48,1335,2059,2,22.91300,25.62400,2.71100,0.02670
49,994,1365,0,23.75900,25.84400,2.08500,0.03976
55,656,782,2,25.94400,27.31800,1.37400,0.01312
50,948,1828,0,25.94400,27.95500,2.01100,0.03792
52,1175,2095,2,25.94400,28.30700,2.36300,0.02350
54,1393,1966,1,25.94400,28.85500,2.91100,0.04179
56,425,572,0,28.06500,28.96500,0.90000,0.01700
51,1639,2387,1,25.94400,29.35500,3.41100,0.04917
53,1867,2378,0,25.94400,29.80800,3.86400,0.07468
57,673,1335,1,28.96500,30.36000,1.39500,0.02019
59,956,1442,0,29.07500,31.00200,1.92700,0.03824
58,1980,2143,2,27.42800,31.42200,3.99400,0.03960
62,109,323,2,31.52200,31.85100,0.32900,0.00218
65,157,282,2,31.52200,31.85100,0.32900,0.00314
64,746,867,1,31.52200,33.09200,1.57000,0.02238
68,527,1364,2,31.96100,33.09200,1.13100,0.01054
63,934,1700,0,31.52200,33.51000,1.98800,0.03736
61,1146,1825,1,31.52200,33.84000,2.31800,0.03438
67,261,771,1,33.20200,33.84000,0.63800,0.00783
60,1226,1989,0,31.52200,34.06000,2.53800,0.04904
66,216,1107,0,33.62000,34.06000,0.44000,0.00864
69,1710,2116,0,34.17000,37.70000,3.53000,0.06840
74,853,1580,1,37.80000,39.53400,1.73400,0.02559
70,903,1096,0,37.80000,39.64400,1.84400,0.03612
72,1077,1358,2,37.80000,40.01400,2.21400,0.02154
75,1433,2421,2,37.80000,40.78600,2.98600,0.02866
77,965,1846,1,39.64400,41.58600,1.94200,0.02895
73,1927,2821,0,37.80000,41.69600,3.89600,0.07708
71,1908,2785,1,37.80000,41.69600,3.89600,0.05724
78,782,1330,2,40.12400,41.69600,1.57200,0.01564
76,1641,2476,0,39.75400,43.05600,3.30200,0.06564
79,949,1508,0,41.80600,43.81400,2.00800,0.03796
83,471,853,0,43.91400,44.86100,0.94700,0.01884
84,556,1379,1,43.91400,45.08100,1.16700,0.01668
85,630,795,2,43.91400,45.19100,1.27700,0.01260
82,760,1579,2,43.91400,45.52100,1.60700,0.01520
81,963,1401,1,43.91400,45.95500,2.04100,0.02889
80,1092,1821,0,43.91400,46.17500,2.26100,0.04368
87,865,1055,1,45.19100,47.04200,1.85100,0.02595
88,1026,1260,2,45.30100,47.48000,2.17900,0.02052
86,1522,2270,0,44.97100,48.14800,3.17700,0.06088
89,1212,1912,0,46.28500,48.83400,2.54900,0.04848
93,410,1039,0,48.93400,49.82800,0.89400,0.01640
92,440,906,2,48.93400,49.82800,0.89400,0.00880
91,647,1484,1,48.93400,50.30000,1.36600,0.01941
96,211,549,0,49.93800,50.41000,0.47200,0.00844
97,103,980,1,50.41000,50.63000,0.22000,0.00309
95,1146,1483,2,48.93400,51.28000,2.34600,0.02292
98,667,949,2,49.93800,51.28000,1.34200,0.01334
94,1465,1942,1,48.93400,51.87800,2.94400,0.04395
99,678,1066,0,50.52000,51.98800,1.46800,0.02712
90,1964,2645,0,48.93400,52.88000,3.94600,0.07856
105,201,1034,2,52.98000,53.40100,0.42100,0.00402
101,265,865,1,52.98000,53.62100,0.64100,0.00795
104,725,1587,1,52.98000,54.50400,1.52400,0.02175
103,949,1388,0,52.98000,54.94300,1.96300,0.03796
106,528,759,0,55.05300,56.16400,1.11100,0.02112
100,1676,2663,0,52.98000,56.38400,3.40400,0.06704
102,1853,2454,2,52.98000,56.82600,3.84600,0.03706
107,1572,2525,1,53.73100,56.93600,3.20500,0.04716
108,1974,2865,2,53.51100,57.48800,3.97700,0.03948
109,711,1527,0,56.27400,57.70800,1.43400,0.02844
113,551,1322,0,57.80800,58.94000,1.13200,0.02204
110,644,1329,0,57.80800,59.16000,1.35200,0.02576
115,653,1613,2,57.80800,59.16000,1.35200,0.01306
111,886,1446,1,57.80800,59.58400,1.77600,0.02658
114,1090,1637,1,57.80800,59.99400,2.18600,0.03270
112,1263,2207,2,57.80800,60.34200,2.53400,0.02526
119,793,1399,0,59.27000,60.86200,1.59200,0.03172
118,945,1483,2,59.27000,61.16800,1.89800,0.01890
116,1316,1763,0,59.05000,61.69200,2.64200,0.05264
117,2000,2975,1,59.69400,63.72000,4.02600,0.06000
121,437,666,1,63.82000,64.72400,0.90400,0.01311
120,794,1484,0,63.82000,65.41400,1.59400,0.03176
122,1052,1446,2,63.82000,65.95400,2.13400,0.02104
125,1009,1932,2,63.82000,65.95400,2.13400,0.02018
124,1763,2371,1,63.82000,67.38600,3.56600,0.05289
123,1923,2683,0,63.82000,67.71600,3.89600,0.07692
127,1719,2599,1,64.82900,68.28800,3.45900,0.05157
126,1452,1905,0,65.52400,68.50800,2.98400,0.05808
128,1406,2388,2,66.06400,68.99600,2.93200,0.02812
129,1429,2130,0,67.82600,70.79800,2.97200,0.05716
132,129,475,2,70.89800,71.26700,0.36900,0.00258
133,426,845,0,70.89800,71.75700,0.85900,0.01704
130,982,1390,0,70.89800,72.91200,2.01400,0.03928
134,1360,1566,1,70.89800,73.66000,2.76200,0.04080
135,1362,1535,2,70.89800,73.66000,2.76200,0.02724
136,1144,2016,0,71.86700,74.18800,2.32100,0.04576
131,1579,2377,1,70.89800,74.18800,3.29000,0.04737
138,1538,1754,2,71.37700,74.47400,3.09700,0.03076
137,602,1137,1,73.77000,74.98200,1.21200,0.01806
139,1385,1914,0,73.02200,75.91600,2.89400,0.05540
144,285,1284,1,76.01600,76.58700,0.57100,0.00855
145,671,1117,2,76.01600,77.36100,1.34500,0.01342
140,698,1319,0,76.01600,77.47100,1.45500,0.02792
141,689,1508,1,76.01600,77.47100,1.45500,0.02067
147,436,1390,1,76.68700,77.58100,0.89400,0.01308
142,1628,2419,2,76.01600,79.39000,3.37400,0.03256
143,1777,2548,0,76.01600,79.61000,3.59400,0.07108
146,966,1225,0,77.58100,79.61000,2.02900,0.03864
148,1467,2432,2,77.47100,80.42000,2.94900,0.02934
149,880,1780,0,79.72000,81.59000,1.87000,0.03520
155,510,1001,2,81.69000,82.82100,1.13100,0.01020
151,625,732,1,81.69000,83.04100,1.35100,0.01875
152,826,1546,2,81.69000,83.45500,1.76500,0.01652
154,1110,1901,1,81.69000,83.91500,2.22500,0.03330
158,558,900,2,82.93100,84.13500,1.20400,0.01116
157,615,1413,1,83.15100,84.38900,1.23800,0.01845
150,1693,2352,0,81.69000,85.19900,3.50900,0.06772
153,1830,2787,0,81.69000,85.41900,3.72900,0.07320
156,170,791,0,85.30900,85.65300,0.34400,0.00680
159,560,662,0,85.52900,86.65000,1.12100,0.02240
162,569,940,2,86.75000,87.93600,1.18600,0.01138
165,788,1172,2,86.75000,88.35400,1.60400,0.01576
163,965,1216,0,86.75000,88.72500,1.97500,0.03860
160,989,1690,0,86.75000,88.83500,2.08500,0.03956
164,1494,1703,1,86.75000,89.86000,3.11000,0.04482
168,921,1430,2,88.04600,89.97000,1.92400,0.01842
161,1865,2534,1,86.75000,90.50000,3.75000,0.05595
166,932,1857,0,88.83500,90.72000,1.88500,0.03728
169,1315,1461,0,88.94500,91.58800,2.64300,0.05260
167,864,1036,1,89.97000,91.80800,1.83800,0.02592
175,152,944,2,91.90800,92.21200,0.30400,0.00304
172,903,1078,2,91.90800,93.82400,1.91600,0.01806
178,773,1688,2,92.32200,93.93400,1.61200,0.01546
174,1105,1354,1,91.90800,94.15400,2.24600,0.03315
171,1522,1820,1,91.90800,95.07000,3.16200,0.04566
170,1815,2196,0,91.90800,95.67600,3.76800,0.07260
177,648,852,1,94.26400,95.67600,1.41200,0.01944
173,1880,2672,0,91.90800,95.78600,3.87800,0.07520
179,469,601,0,95.89600,96.85600,0.96000,0.01876
176,670,1287,0,95.78600,97.18600,1.40000,0.02680
180,136,859,0,97.28600,97.66800,0.38200,0.00544
183,603,780,0,97.28600,98.53400,1.24800,0.02412
185,926,1269,2,97.28600,99.17800,1.89200,0.01852
184,1138,1635,1,97.28600,99.58200,2.29600,0.03414
187,219,1206,1,99.69200,100.14600,0.45400,0.00657
182,1619,2159,2,97.28600,100.58600,3.30000,0.03238
181,1782,2143,1,97.28600,100.87600,3.59000,0.05346
186,1634,2433,0,97.77800,101.09600,3.31800,0.06536
188,935,1424,2,99.28800,101.20600,1.91800,0.01870
189,1607,2205,0,98.64400,101.99000,3.34600,0.06428
193,502,1497,0,102.09000,103.20500,1.11500,0.02008
192,619,784,2,102.09000,103.42500,1.33500,0.01238
190,830,1772,0,102.09000,103.86300,1.77300,0.03320
191,1116,1759,1,102.09000,104.32700,2.23700,0.03348
199,214,456,0,103.97300,104.43700,0.46400,0.00856
198,483,1064,2,103.53500,104.54700,1.01200,0.00966
195,1408,1933,2,102.09000,104.91700,2.82700,0.02816
196,849,1076,0,103.31500,105.02700,1.71200,0.03396
197,415,610,1,104.43700,105.38500,0.94800,0.01245
194,1831,2064,1,102.09000,105.77300,3.68300,0.05493
